order_id,customer_segment,purchase_amount,payment_method,delivery_address_area,sales_note,customer_feedback,revenue_category,payment_type,state,segment_priority,sentiment,sentiment_score,note_category,note_confidence,identified_issues,delivery_area_masked,sales_note_cleaned,feedback_generalized
ORD-2024-048,Individual,1380,PayPal,Honolulu HI,Remote island business connecting globally,Satellite internet compatibility works well,Low,Digital,HI,3,POSITIVE,0.9991276860237122,customer_relationship,0.4293796122074127,none,HI,Remote island business connecting globally,Satellite internet compatibility works well
ORD-2024-049,Enterprise,198000,Bank Transfer,Anaheim CA,Theme park managing visitor experience,Crowd analytics help optimize operations,High,Transfer,CA,1,POSITIVE,0.9965567588806152,customer_relationship,0.7540303468704224,none,CA,Theme park managing visitor experience,Crowd analytics help optimize operations
ORD-2024-050,SMB,10500,Credit Card,Santa Ana CA,Legal practice digitalizing case management,Document security features meet legal requirements,Medium,Card,CA,2,POSITIVE,0.9929119944572449,product_feedback,0.3736635744571686,none,CA,Legal practice digitalizing case management,Document security features meet legal requirements
ORD-2024-051,Individual,760,Credit Card,St. Louis MO,Hobby enthusiast tracking collections,Database features perfect for inventory management,Low,Card,MO,3,POSITIVE,0.9996697902679443,product_feedback,0.4247668385505676,none,MO,Hobby enthusiast tracking collections,Database features perfect for inventory management
ORD-2024-052,Enterprise,134000,Wire Transfer,Riverside CA,University upgrading campus systems,Student information integration works seamlessly,High,Transfer,CA,1,POSITIVE,0.9996703863143921,technical_issue,0.35352736711502075,none,CA,University upgrading campus systems,Student information integration works seamlessly
ORD-2024-053,SMB,8100,Bank Transfer,Corpus Christi TX,Marine services company tracking vessels,GPS integration essential for fleet management,Low,Transfer,TX,2,POSITIVE,0.9813620448112488,customer_relationship,0.38540467619895935,none,TX,Marine services company tracking vessels,GPS integration essential for fleet management
ORD-2024-054,Individual,1720,PayPal,Lexington KY,Equestrian facility managing events,Event scheduling features simplify competition planning,Low,Digital,KY,3,POSITIVE,0.9936046004295349,product_feedback,0.39165744185447693,none,KY,Equestrian facility managing events,Event scheduling features simplify competition planning
ORD-2024-055,Enterprise,176000,Bank Transfer,Stockton CA,Logistics company optimizing routes,AI-powered route optimization saves fuel costs,High,Transfer,CA,1,POSITIVE,0.8762661218643188,product_feedback,0.4117816388607025,none,CA,Logistics company optimizing routes,AI-powered route optimization saves fuel costs
ORD-2024-056,SMB,6300,Credit Card,Cincinnati OH,Brewery managing production schedules,Batch tracking helps maintain quality consistency,Low,Card,OH,2,POSITIVE,0.9987724423408508,product_feedback,0.6455153822898865,none,OH,Brewery managing production schedules,Batch tracking helps maintain quality consistency
ORD-2024-057,Individual,1190,Credit Card,St. Paul MN,Photographer organizing client work,Portfolio management features showcase work beautifully,Low,Card,MN,3,POSITIVE,0.9998455047607422,customer_relationship,0.7472953200340271,none,MN,Photographer organizing client work,Portfolio management features showcase work beautifully
ORD-2024-058,Enterprise,145000,Wire Transfer,Toledo OH,Automotive manufacturer tracking quality,Defect analysis helps improve production processes,High,Transfer,OH,1,POSITIVE,0.9938305020332336,product_feedback,0.7832431197166443,improve,OH,Automotive manufacturer tracking quality,Defect analysis helps improve production processes
ORD-2024-059,SMB,7800,Bank Transfer,Newark NJ,Import/export business managing shipments,Customs documentation features save time,Low,Transfer,NJ,2,POSITIVE,0.8404029607772827,product_feedback,0.4335601031780243,none,NJ,Import/export business managing shipments,Customs documentation features save time
ORD-2024-060,Individual,1410,PayPal,Greensboro NC,Musician managing recording sessions,Audio file organization keeps projects organized,Low,Digital,NC,3,POSITIVE,0.9972833395004272,product_feedback,0.4318264424800873,none,NC,Musician managing recording sessions,Audio file organization keeps projects organized
ORD-2024-061,Enterprise,221000,Bank Transfer,Plano TX,Technology company scaling development,Version control integration essential for teams,High,Transfer,TX,1,POSITIVE,0.9937199354171753,technical_issue,0.4294984042644501,none,TX,Technology company scaling development,Version control integration essential for teams
ORD-2024-062,SMB,5400,Credit Card,Henderson NV,Casino managing customer rewards,Loyalty program features increase customer retention,Low,Card,NV,2,POSITIVE,0.9990563988685608,customer_relationship,0.6501861214637756,none,NV,Casino managing customer rewards,Loyalty program features increase customer retention
ORD-2024-063,Individual,980,Credit Card,Lincoln NE,Teacher creating educational content,Lesson planning features make curriculum development easier,Low,Card,NE,3,POSITIVE,0.9836828112602234,product_feedback,0.4356819689273834,none,NE,Teacher creating educational content,Lesson planning features make curriculum development easier
ORD-2024-064,Enterprise,188000,Wire Transfer,Buffalo NY,Steel manufacturer monitoring production,Real-time alerts prevent equipment failures,High,Transfer,NY,1,NEGATIVE,0.9240559935569763,product_feedback,0.8555324673652649,none,NY,Steel manufacturer monitoring production,Real-time alerts prevent equipment failures
ORD-2024-065,SMB,9100,Bank Transfer,Jersey City NJ,Financial advisor managing client portfolios,Risk analysis tools help protect investments,Low,Transfer,NJ,2,POSITIVE,0.9726855158805847,customer_relationship,0.6024177074432373,none,NJ,Financial advisor managing client portfolios,Risk analysis tools help protect investments
ORD-2024-066,Individual,1540,PayPal,Chula Vista CA,Personal trainer tracking client progress,Fitness metrics integration motivates clients,Low,Digital,CA,3,POSITIVE,0.998674750328064,customer_relationship,0.6250163316726685,none,CA,Personal trainer tracking client progress,Fitness metrics integration motivates clients
ORD-2024-067,Enterprise,156000,Bank Transfer,Orlando FL,Hospital system improving patient care,Electronic health records integration is seamless,High,Transfer,FL,1,POSITIVE,0.9935575127601624,product_feedback,0.4893646538257599,none,FL,Hospital system improving patient care,Electronic health records integration is seamless
ORD-2024-068,SMB,6900,Credit Card,Chandler AZ,Veterinary clinic managing appointments,Pet medical records keep track of treatments,Low,Card,AZ,2,POSITIVE,0.9498195648193359,customer_relationship,0.6508774757385254,none,AZ,Veterinary clinic managing appointments,Pet medical records keep track of treatments
ORD-2024-069,Individual,1230,Credit Card,Laredo TX,Border trade business managing customs,Multilingual support essential for international clients,Low,Card,TX,3,POSITIVE,0.9990457892417908,product_feedback,0.42549070715904236,none,TX,Border trade business managing customs,[DEPARTMENT] essential for international clients
ORD-2024-070,Enterprise,179000,Wire Transfer,Norfolk VA,Navy contractor with security clearance,Classified information handling meets requirements,High,Transfer,VA,1,POSITIVE,0.9912209510803223,customer_relationship,0.3715020716190338,none,VA,Navy contractor with security clearance,Classified information handling meets requirements
ORD-2024-071,SMB,8600,Bank Transfer,Durham NC,Research institute managing grants,Funding tracking helps with budget management,Low,Transfer,NC,2,POSITIVE,0.9846667051315308,product_feedback,0.4517560601234436,none,NC,Research institute managing grants,Funding tracking helps with budget management
ORD-2024-072,Individual,1670,PayPal,Madison WI,Cheese producer tracking inventory,Cold storage monitoring prevents spoilage,Low,Digital,WI,3,NEGATIVE,0.9854841828346252,product_feedback,0.7364838123321533,none,WI,Cheese producer tracking inventory,Cold storage monitoring prevents spoilage
ORD-2024-073,Enterprise,234000,Bank Transfer,Lubbock TX,Wind farm monitoring turbine performance,Predictive maintenance reduces downtime,High,Transfer,TX,1,NEGATIVE,0.7905747890472412,product_feedback,0.557635486125946,none,TX,Wind farm monitoring turbine performance,Predictive maintenance reduces downtime
ORD-2024-074,SMB,7100,Credit Card,Baton Rouge LA,Chemical plant ensuring safety compliance,Hazmat tracking essential for regulatory compliance,Low,Card,LA,2,POSITIVE,0.9161925911903381,product_feedback,0.5738792419433594,none,LA,Chemical plant ensuring safety compliance,Hazmat tracking essential for regulatory compliance
ORD-2024-075,Individual,1080,Credit Card,Akron OH,Rubber manufacturer tracking quality,Material testing integration ensures consistency,Low,Card,OH,3,POSITIVE,0.9996176958084106,product_feedback,0.7962502241134644,none,OH,Rubber manufacturer tracking quality,Material testing integration ensures consistency
ORD-2024-076,Enterprise,167000,Wire Transfer,Huntington Beach CA,Surfboard manufacturer managing custom orders,3D modeling integration visualizes designs,High,Transfer,CA,1,POSITIVE,0.9964359998703003,customer_relationship,0.5567646622657776,none,CA,Surfboard manufacturer managing custom orders,3D modeling integration visualizes designs
ORD-2024-077,SMB,5700,Bank Transfer,Modesto CA,Almond farm tracking harvest data,Weather correlation helps predict yields,Low,Transfer,CA,2,POSITIVE,0.9828650951385498,product_feedback,0.7177661061286926,none,CA,Almond farm tracking harvest data,Weather correlation helps predict yields
ORD-2024-078,Individual,1390,PayPal,Montgomery AL,Civil rights organization managing campaigns,Donor management features track contributions,Low,Digital,AL,3,POSITIVE,0.9974167346954346,product_feedback,0.3626464009284973,none,AL,Civil rights organization managing campaigns,Donor management features track contributions
ORD-2024-079,Enterprise,145000,Bank Transfer,Spokane WA,Aerospace company managing suppliers,Supply chain visibility prevents delays,High,Transfer,WA,1,POSITIVE,0.9442117810249329,product_feedback,0.4552132785320282,delay,WA,Aerospace company managing suppliers,Supply chain visibility prevents delays
ORD-2024-080,SMB,8800,Credit Card,Des Moines IA,Insurance company processing claims,Automated workflows speed up claim processing,Low,Card,IA,2,POSITIVE,0.9931008815765381,customer_relationship,0.3738845884799957,none,IA,Insurance company processing claims,Automated workflows speed up claim processing
ORD-2024-081,Individual,910,Credit Card,Little Rock AR,Farmer managing livestock,Animal health tracking improves herd management,Low,Card,AR,3,POSITIVE,0.9990909099578857,product_feedback,0.6197734475135803,improve,AR,Farmer managing livestock,Animal health tracking improves herd management
ORD-2024-082,Enterprise,198000,Wire Transfer,Augusta GA,Paper mill monitoring environmental impact,Emissions tracking helps meet regulations,High,Transfer,GA,1,POSITIVE,0.9977140426635742,product_feedback,0.5700845122337341,none,GA,Paper mill monitoring environmental impact,Emissions tracking helps meet regulations
ORD-2024-083,SMB,6500,Bank Transfer,Shreveport LA,Oil drilling company tracking equipment,Maintenance scheduling prevents costly failures,Low,Transfer,LA,2,POSITIVE,0.8375842571258545,product_feedback,0.4768543541431427,none,LA,Oil drilling company tracking equipment,Maintenance scheduling prevents costly failures
ORD-2024-084,Individual,1550,PayPal,Salt Lake City UT,Ski resort managing season passes,Weather integration helps with snow reporting,Low,Digital,UT,3,POSITIVE,0.9798753261566162,customer_relationship,0.5908063054084778,none,UT,Ski resort managing season passes,Weather integration helps with snow reporting
ORD-2024-085,Enterprise,189000,Bank Transfer,Huntsville AL,Rocket manufacturer ensuring precision,Quality control integration maintains standards,High,Transfer,AL,1,POSITIVE,0.9969292283058167,product_feedback,0.6061978340148926,none,AL,Rocket manufacturer ensuring precision,Quality control integration maintains standards
ORD-2024-086,SMB,7400,Credit Card,Grand Rapids MI,Furniture manufacturer tracking orders,Custom configuration options satisfy customers,Low,Card,MI,2,POSITIVE,0.9992584586143494,product_feedback,0.5662575364112854,none,MI,Furniture manufacturer tracking orders,Custom configuration options satisfy customers
ORD-2024-087,Individual,1260,Credit Card,Overland Park KS,Landscaper managing client schedules,Seasonal scheduling optimizes work flow,Low,Card,KS,3,POSITIVE,0.9961352348327637,customer_relationship,0.9036850333213806,none,KS,Landscaper managing client schedules,Seasonal scheduling optimizes work flow
ORD-2024-088,Enterprise,156000,Wire Transfer,Knoxville TN,Nuclear plant monitoring safety,Radiation monitoring integration ensures safety,High,Transfer,TN,1,POSITIVE,0.9948207139968872,product_feedback,0.4507405161857605,none,TN,Nuclear plant monitoring safety,Radiation monitoring integration ensures safety
ORD-2024-089,SMB,8300,Bank Transfer,Tallahassee FL,Government contractor managing projects,Budget tracking helps stay within limits,Low,Transfer,FL,2,POSITIVE,0.9897215962409973,product_feedback,0.3949917256832123,none,FL,Government contractor managing projects,Budget tracking helps stay within limits
ORD-2024-090,Individual,1420,PayPal,Worcester MA,Antique dealer managing inventory,Appraisal tracking helps determine values,Low,Digital,MA,3,POSITIVE,0.9983745813369751,product_feedback,0.49495354294776917,none,MA,Antique dealer managing inventory,Appraisal tracking helps determine values
ORD-2024-091,Enterprise,224000,Bank Transfer,Providence RI,Pharmaceutical company tracking trials,Clinical data management meets FDA requirements,High,Transfer,RI,1,POSITIVE,0.9152590036392212,product_feedback,0.7440124750137329,none,RI,Pharmaceutical company tracking trials,Clinical data management meets FDA requirements
ORD-2024-092,SMB,5900,Credit Card,Chattanooga TN,Logistics company optimizing warehouses,Inventory optimization reduces storage costs,Low,Card,TN,2,NEGATIVE,0.9278092384338379,product_feedback,0.6071805357933044,none,TN,Logistics company optimizing warehouses,Inventory optimization reduces storage costs
ORD-2024-093,Individual,1170,Credit Card,Sioux Falls SD,Rancher managing cattle operations,Breeding records help improve genetics,Low,Card,SD,3,POSITIVE,0.9959406852722168,product_feedback,0.5896598100662231,improve,SD,Rancher managing cattle operations,Breeding records help improve genetics
ORD-2024-094,Enterprise,178000,Wire Transfer,Charleston SC,Port authority managing cargo,Container tracking improves efficiency,High,Transfer,SC,1,POSITIVE,0.9995110034942627,product_feedback,0.41726478934288025,improve,SC,Port authority managing cargo,Container tracking improves efficiency
ORD-2024-095,SMB,7600,Bank Transfer,Fargo ND,Grain elevator tracking shipments,Quality testing ensures grade standards,Low,Transfer,ND,2,POSITIVE,0.9992976188659668,product_feedback,0.5157690644264221,none,ND,Grain elevator tracking shipments,Quality testing ensures grade standards
ORD-2024-096,Individual,1330,PayPal,Wilmington DE,Financial services compliance officer,Regulatory reporting features simplify audits,Low,Digital,DE,3,POSITIVE,0.9927377104759216,product_feedback,0.3869591951370239,none,DE,Financial services compliance officer,Regulatory reporting features simplify audits
ORD-2024-097,Enterprise,145000,Bank Transfer,Anchorage AK,Fishing company managing fleet,Weather routing helps avoid storms,High,Transfer,AK,1,POSITIVE,0.9914169907569885,product_feedback,0.37315818667411804,none,AK,Fishing company managing fleet,Weather routing helps avoid storms
ORD-2024-098,SMB,8700,Credit Card,Burlington VT,Maple syrup producer tracking production,Seasonal tracking optimizes production timing,Low,Card,VT,2,POSITIVE,0.9873364567756653,product_feedback,0.8383466005325317,none,VT,Maple syrup producer tracking production,Seasonal tracking optimizes production timing
ORD-2024-099,Individual,1080,Credit Card,Columbia SC,Wedding planner managing events,Vendor coordination features streamline planning,Low,Card,SC,3,POSITIVE,0.898311972618103,product_feedback,0.3445798456668854,none,SC,Wedding planner managing events,Vendor coordination features streamline planning
ORD-2024-100,Enterprise,189000,Wire Transfer,Helena MT,Mining company monitoring safety,Equipment tracking prevents accidents,High,Transfer,MT,1,POSITIVE,0.5856644511222839,product_feedback,0.50974440574646,none,MT,Mining company monitoring safety,Equipment tracking prevents accidents
ORD-2024-101,SMB,6200,Bank Transfer,Pierre SD,Tourism board promoting attractions,Visitor analytics help target marketing,Low,Transfer,SD,2,POSITIVE,0.9709808826446533,product_feedback,0.44081056118011475,none,SD,Tourism board promoting attractions,Visitor analytics help target marketing
ORD-2024-102,Individual,1450,PayPal,Montpelier VT,Craft brewery managing recipes,Ingredient tracking ensures consistent flavor,Low,Digital,VT,3,POSITIVE,0.9998515844345093,product_feedback,0.5914590954780579,none,VT,Craft brewery managing recipes,Ingredient tracking ensures consistent flavor
